4.4.9,避雷器和电压互感器,可合用,一组隔离电器,,
4.4.11,当35kV、20kV或10kV的开关设备选用真空断路器时,应装设,过电压吸收装置,,
4.4.12,电气设备的安装,应采取,抗震措施,,
4.4.12,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.5.1,变电所,应根据建筑物(群)分布、周围环境条件和用电负荷的密度综合确定,并应符合下列规定,,
4.5.1,小型分散的公共建筑群及住宅小区,宜设户外预装式变电所,有条件时也可设置室内或外附式变电所,,
4.5.2,民用建筑内变电所,不应设置,裸露带电导体或装置,,
4.5.2,民用建筑内变电所,不应设置,带可燃性油的电气设备和变压器,,
4.5.2,民用建筑内变电所,其布置应符合,下列规定：135kV、20kV或10kV配电装置、低压配电装置和干式变压器等可设置在同一房间内；220kV、10kV具有IP2X防护等级外壳的配电装置和干式变压器,,
4.5.3,变电所,设计,和电气设备的安装,,
4.5.4,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
4.5.4,变电所设计和电气设备的安装,应采取,措施,,
4.5.4,变电所设计和电气设备的安装,应采取,抗震措施,,
4.5.4,变电所设计和电气设备的安装,应符合,国家标准,,
4.5.5,变电所设计和电气设备的安装,应采取,抗震措施,,
4.5.5,变电所设计和电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.5.6,配电装置室内宜留有适当数量的备用位置,0.4kV的配电装置,应留有适当数量的备用回路,,
4.5.7,户外预装式变电站的进、出线,宜采用,电缆,,
4.5.8,变电所,应设值班室,值班室应能直通或经过走道与配电装置室相通,,
4.5.8,值班室,应有直接通向室外或通向疏散走道的门,值班室也可与低压配电装置室合并,,
4.5.9,电气设备的安装,应采取,抗震措施,,
4.5.9,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.6.1,电力设施抗震设计规范,是,国家标准,,
4.6.1,配电装置的布置和导体、电器的选择,应不危及人身安全和周围设备安全,并应满足在正常运行、检修、短路和过电压情况下的要求,,
4.6.1,配电装置的布置,应便于设备的操作、搬运、检修和试验,并应考虑电缆或架空线进出线方便,,
4.6.2,电力设施抗震设计规范,GB50260,规定,,
4.6.3,变电所设计和电气设备的安装,应采取,抗震措施,,
4.6.3,变电所设计和电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.7.1,选择低压配电装置时,除应满足所在低压系统的标称电压、频率及所在回路的计算电流外,尚应满足短路条件下的动、热稳定要求,,
4.7.3,电气设备的安装,应采取,抗震措施,,
4.7.3,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.8.1,电力电容器装置设计,适用于,电压为10kV及以下和单组容量为1200kvar及以下并联补偿,,
4.8.2,民用建筑中的低压无功补偿并联电容器,应采用,干式电容器,,
4.8.3,并联电容器组,应装设,单独的控制和保护装置,,
4.8.3,并联电容器组,可与该设备共用,控制和保护装置,,
4.8.4,电气设备的安装,应采取,抗震措施,,
4.8.4,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.10.2,电力设施抗震设计规范,GB50260,规定,,
4.10.3,变电所,对外开的门,应为防火门,,
4.10.3,变电所,对外开的门,应符合下列规定,,
4.10.3,变电所,位于高层主体建筑或裙房内时,通向其他相邻房间的门应为甲级防火门,,
4.10.3,变电所,位于高层主体建筑或裙房内时,通向过道的门应为乙级防火门,,
4.10.3,变电所,位于多层建筑物的二层或更高层时,通向其他相邻房间的门应为甲级防火,,
4.10.4,变电所的通风窗,应采用,不燃材料制作,,
4.10.5,配电装置室及变压器室门的宽度,宜按最大不可拆卸部件宽度加0.3m,高度宜按不可拆卸部件最大高度加0.5m,,
4.10.8,电压为35kV、20kV或10kV配电室和电容器室,宜装设,不能开启的自然采光窗,,
4.10.8,电压为35kV、20kV或10kV配电室和电容器室,窗台距室外地坪,不宜低于1.8m,,
4.10.8,电压为35kV、20kV或10kV配电室和电容器室,临街的一面,不宜开设窗户,,
4.10.9,变压器室、配电装置室、电容器室的门,应向外开,并应装锁,,
4.10.9,相邻配电装置室之间设有防火隔墙时，隔墙上的门,应为甲级防火门,并向低电压配电室开启,,
4.10.10,变压器室、配电装置室、电容器室等,应设置,防止雨、雪和小动物进入屋内的设施。,,
4.10.12,变电所设计和电气设备的安装,应采取,抗震措施,,
4.10.12,变电所设计和电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.10.12,变电所,电缆沟、电缆夹层和电缆室,应采取防水、排水措施,,
4.10.12,配变电所,进出地下层的电缆口,必须采取有效的防水措施,,
4.10.13,变电所内配电箱,不应采用,嵌入式安装在建筑物的外墙上,,
4.11.1,变电所,设计,和电气设备的安装,,
4.11.1,变电所,设计,和电气设备的安装,,
4.11.1,变电所,设在地上,的变电所内的变压器室宜采用自然通风,,
4.11.1,变电所,设在地下,的变电所的变压器室应设机械送排风系统,,
4.11.1,夏季,的排风温度,不宜高于45℃,,
4.11.1,进风,和排风,的温差,,
4.11.2,并联电容器室,应有良好的自然通风,通风量应根据并联电容器温度类别按夏季排风温度不超过并联电容器所允许的最高环境空气温度计算,,
4.11.2,并联电容器室,当自然通风不能满足排热要求时,可增设机械排风,,
4.11.4,在供暖地区,控制室(值班室),应供暖,,
4.11.4,在严寒地区,当配电室内温度影响电气设备元件和仪表正常运行时,应设供暖装置,,
4.11.4,控制室和配电装置室内的供暖装置,应采取防止渗漏措施,不应有法兰、螺纹接头和阀门等,,
4.11.5,变电所,屋面应有隔热措施,控制室或值班室宜设置通风或空调装置,,
4.11.7,变电所设计和电气设备的安装,应采取,抗震措施,,
4.11.7,变电所设计和电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
4.11.8,装有六氟化硫(SF6)设备的配电装置的房间,低位区应配备,SF6泄漏报警仪及事故排风装置,,
4.11.9,有人值班的变电所,宜设,卫生间及给水排水设施,,
5.1.1,本章可适用于民用建筑中,35kV、20kV或10kV电力设备和线路的继电保护及,35kV及以下电力设备和线路的电气测量,,
5.1.2,继电保护装置,应满足,可靠性、选择性、灵敏性和速动性的要求,,
5.1.3,变电所,可根据需求,采用微机综合保护装置及变电所综合自动化系统,,
5.1.4,继电保护及电气测量的设计,还应符合,现行国家标准《电力装置的继电保护和自动装置设计规范》GB/T50062以及《电力装置电测量仪表装置设计规范》GB/T50063的相关规定,,
5.2.1,电力设备和线路,应装设,短路故障和异常运行保护装置,,
5.2.1,电力设备和线路短路故障的保护,应有,主保护和后备保护,,
5.2.1,电力设备和线路短路故障的保护,必要时可增设,辅助保护,,
5.2.2,继电保护装置的接线,应简单可靠，并应具有必要的检测、闭锁等措施,保护装置应便于整定、调试和运行维护,,
5.2.4,保护装置应具有必要的灵敏性,各类短路保护装置的灵敏系数,不宜低于表5.2.4的规定,,
5.2.7,断路器台数,可采用,弹簧储能操动机构合闸,,
5.2.7,断路器台数,可采用,电流互感器二次侧去分流分闸的交流操作继电保护,,
5.3.1,变压器应装,设下列保护装置,1绕组及其引出线的相间短路;2绕组的匝间短路,,
5.3.2,变压器引出线及内部的短路故障,应装设,相应的保护装置,,
5.3.2,当过电流保护时限大于0.5s时,应装设电流速断保护,且应瞬时动作于断开变压器的各侧断路器,,
5.3.4,变压器过电流,可采用,过电流保护作为后备保护,,
5.3.5,变压器低压侧中性点,经低电阻接地时,低压侧应配置三相式过电流保护,,
5.3.5,变压器低压侧中性点,应在变压器低压侧装设零序过电流保护,保护应设置两个时限,,
5.3.7,电气设备的安装,应采取,抗震措施,,
5.3.7,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
5.4.1,20kV或10kV线路的下列故障和异常运行,应装设相应的保护装置,1相间短路,,
5.4.1,20kV或10kV线路的下列故障和异常运行,应装设相应的保护装置,2单相接地,,
5.4.1,20kV或10kV线路的下列故障和异常运行,应装设相应的保护装置,3过负荷,,
5.4.4,电气设备的安装,应采取,抗震措施,,
5.4.4,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
5.5.1,35kv供电线路的下列故障和异常运行,应装设相应的保护装置,1相间短路,,
5.5.1,35kv供电线路的下列故障和异常运行,应装设相应的保护装置,2单相接地,,
5.5.1,35kv供电线路的下列故障和异常运行,应装设相应的保护装置,3过负荷,,
5.5.2,线路相间短路保护,应采用,远后备方式,,
5.5.2,线路相间短路保护,应快速切除故障,1)如线路短路，使发电厂厂用母线或重要用户母线电压低于额定电压的60%时,,
5.5.2,线路相间短路保护,应快速切除故障,2)如切除线路故障时间长，可能导致线路失去热稳定时,,
5.5.3,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
5.5.3,变电所设计和电气设备的安装,应采取抗震措施,并应符合现行国家标准《电力设施抗震设计规范》GB50260的规定,,
5.5.4,电气设备的安装,应采取,抗震措施,,
5.5.5,中性点,低电阻接地单侧电源线路,可装设一段或两段三相式电流保护,,
5.5.5,中性点,低电阻接地单侧电源线路,可装设一段或两段零序电流保护,,
5.6.1,变电所的母线分段断路器,应装设下列保护装置：1电流速断保护；2过电流保护。,,,
5.6.1,变电所的母线分段断路器,应装设,电流速断保护；过电流保护。,,
5.6.1,变电所的母线分段断路器,应装设,电流速断保护；过电流保护。,,
5.6.2,35kV、20kV或10kV变电所分段断路器,电流速断保护(充电保护),仅在合闸瞬间投入,,
5.6.2,35kV、20kV或10kV变电所分段断路器,电流速断保护(充电保护),在合闸后自动解除,,
5.7.1,电容器内部故障及其引出线短路,应装设,相应的保护,,
5.7.1,电容器组和断路器之间连接线短路,应装设,相应的保护,,
5.7.1,电容器组中某一故障电容器切除后所引起的过电压,应装设,相应的保护,,
5.7.1,电容器组的单相接地,应装设,相应的保护,,
5.7.1,电容器组过电压,应装设,相应的保护,,
5.7.2,电容器组,可装设,带有短时限的电流速断和过电流保护,,
5.7.2,电容器组,动作于,跳闸,,
5.7.2,速断保护的动作电流,应按最小运行方式下,电容器端部引线发生两相短路时有足够的灵敏度,,
3.1.1,本章,可适用于民用建筑中,供配电系统的设计,,
3.1.2,变电所设计和电气设备的安装,并应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.1.2,民用建筑工程的负荷性质、用电容量、工程特点、系统规模和发展规划,应根据,民用建筑工程的负荷性质、用电容量、工程特点、系统规模和发展规划,,
3.1.3,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.1.3,供配电系统的设计,应简单可靠,减少电能损耗,,
3.1.3,供配电系统的设计,应简单可靠,便于维护管理,,
3.1.3,供配电系统的设计,应简单可靠,并在满足现有使用要求的同时，适度兼顾未来发展的需要,,
3.2.2,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.4,变电所设计和电气设备的安装,并应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.4,变电所设计和电气设备的安装,应采取,抗震措施,,
3.2.4,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.5,重要电信机房的交流电源,其负荷级别应不低于,该建筑中最高等级的用电负荷,,
3.2.7,大中型商场、超市营业厅、大开间办公室、交通候机/候车大厅及地下停车库等大面积场所的二级照明用电,应采用,双重电源的两个低压回路交叉供电,,
3.2.8,一级负荷,当一个电源发生故障时,另一个电源不应同时受到损坏,,
3.2.11,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.12,三级负荷,可采用,单电源单回路供电,,
3.2.13,电气设备的安装,应采取,抗震措施,,
3.2.13,电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.13,互为备用工作制的生活水泵、排污泵,为一级或二级负荷时,可由配对使用的两台变压器低压侧各引一路电源分别为工作泵和备用泵供电,,
3.2.13,工作泵,为一级或二级负荷时,可由配对使用的两台变压器低压,,
3.1.1,本章可适用于民用建筑中,35kV及以下,供配电系统的设计,,
3.1.2,变电所设计,应采取,抗震措施,,
3.1.2,变电所设计,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
3.1.3,供配电系统的设计,应简单可靠,减少电能损耗,,
3.1.1,本章,可适用于民用建筑中,35kV及以下供配电系统的设计,,
3.1.2,（供配电系统的设计,应根据,民用建筑工程的负荷性质、用电容量、工程特点、系统规模和发展规划以及当地供电条件，合理确定设计方案,,
3.1.3,供配电系统的设计,应简单可靠,减少电能损耗,,
13.5.3,电气火灾探测器、测温式电气火灾探测器和电弧故障探测器的监测点,计算电流300A及以下时,宜在变电所低压配电室或总配电室集中测量,,
13.5.3,电气火灾探测器、测温式电气火灾探测器和电弧故障探测器的监测点,300A以上时,宜在楼层配电箱进线开关下端口测量,,
3.1.1,本章可适用于民用建筑中,35kV及以下,供配电系统的设计,,
3.1.2,民用建筑工程的负荷性质、用电容量、工程特点、系统规模和发展规划,合理确定,设计方案,,
3.1.3,供配电系统的设计,应简单可靠,减少电能损耗,,
3.2.1,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.1,用电负荷,应根据,对供电可靠性的要求及中断供电所造成的损失或影响程度确定,,
3.2.1,用电负荷,应符合,下列要求。1符合下列情况之一时，应定为一级负荷：1)中断供电将造成人身伤害；2)中断供电将造成重大损失,,
3.2.2,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.2,变电所设计和电气设备的安装,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.2,变电所设计和电气设备的安装,应采取,抗震措施,,
3.2.2,变电所设计和电气设备的安装,应符合,国家标准《电力设施抗,,
3.2.3,超高层公共建筑的消防负荷,应为,一级负荷中的特别重要负荷,,
3.2.4,主体建筑,一级负荷中的特别重要负荷,空调设备宜为一级负荷,,
3.2.4,主体建筑,大量一级负荷,空调设备宜为二级负荷,,
3.2.5,重要电信机房的交流电源,其负荷级别,应不低于该建筑中最高等级的用电负荷,,
3.2.6,住宅小区的给水泵房、供暖锅炉房及换热站的用电负荷,不应低于,二级。,,
3.2.7,变电所设计和电气设备的安装,应采取,抗震措施,,
3.2.7,变电所设计和电气设备的安装,并应,符合现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.7,大中型商场、超市营业厅、大开间办公室、交通候机/候车大厅及地下停车库等大面积场所的二级照明用电,应采用,双重电源的两个低压回路交叉供电,,
3.2.8,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.8,一级负荷,应由双重电源供电,当一个电源发生故障时，另一个电源不应同时受到损坏。,,
3.2.10,变电所设计和电气设备的安装,并应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.11,二级负荷的外部电源进线,宜由,35kV、20kV或10kV双回线路供电,,
3.2.11,二级负荷的外部电源进线,当负荷较小或地区供电条件困难时,二级负荷可由一回35kV、20kV或10kV专用的架空线路供电,,
3.2.12,三级负荷,可采用,单电源单回路供电,,
3.2.13,互为备用工作制的生活水泵、排污泵,为一级或二级负荷时,可由配对使用的两台变压器低压侧各引一路电源分别为工作泵和备用泵供电,,
3.2.14,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.14,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.2.14,不允许电源瞬时中断的负荷,应设置,UPS不间断电源装置供电,,
3.3.2,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.3.2,双重电源供配电系统,其中一个回路中断供电时,其余线路应能满足全部一级负荷及二级负荷的供电要求,,
3.3.3,电力设施,抗震设计,规范,,
3.3.4,应急电源与正常电源之间,应采取,防止并列运行的措施,,
3.3.5,需要双重电源供电的用电单位,宜采用,同级电压供电,,
3.3.6,采用35kV、20kV或10kV双重电源供电的民用建筑,其高压侧宜由单母线分段组成供配电系统,两段母线间宜设联络开关,,
3.3.7,35kV、20kV或10kV供配电系统中,同一电压等级的配电级数,不宜多于两级,,
3.3.8,公共建筑内的35kV、20kV或10kV供电系统,宜采用,放射式,,
3.3.10,应急电源,应根据允许中断供电的时间选择,并应符合下列规定,,
3.3.11,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.3.11,住宅小区的供配电系统,宜采用,环网方式,,
3.3.11,住宅小区的供配电系统,宜采用,环网方式,,
3.3.11,高层住宅,宜在首层或地下一层设置,20kV(10kV)/0.4kV户内变电所或室外预装式变电站,,
3.3.12,超高层建筑供配电系统,宜按照,超高层建筑内的不同功能分区及避难层划分设置相对独立的供配电系统,,
3.3.13,大型城市综合体建筑的供配电系统,宜按照不同业态设置,相对独立的供配电系统,,
3.3.14,用电设备,与商业网点、配套设施及公共场所的用电设备,应分别设置电能计量,,
3.4.1,当用电设备的安装容量在250kW及以上或变压器安装容量在160kVA及以上时,供电,20kV或10kV供电,,
3.4.1,当用电设备总容量在250kW以下或变压器安装容量在160kVA以下时,供电,低压380V/220V,,
3.4.2,当供电距离超过300m且采取增大线路截面积经济性较差时,宜采用,10kV及以上电压等级,,
3.4.2,当供电距离超过300m且采取增大线路截面积经济性较差时,柴油发电机组,宜采用,,
3.4.3,电力设施抗震设计规范,是,国家标准,,
3.4.3,电力设施抗震设计规范,定义了,抗震设计的基本原则、基本要求和主要内容,,
3.4.8,对于谐波电流较大的非线性负荷,宜采用有源滤波器,进行谐波治理,,
3.4.8,对于谐波电流较大的非线性负荷,并符合下列要求: 1当预期非线性负荷容量较大时,应在变电所预留装设滤波器的安装位置,,
3.4.8,对于谐波电流较大的非线性负荷,并符合下列要求: 2当预期用电设备产生较大谐波时,宜在其配电箱处,,
3.4.10,容量较大、频谱特征复杂的谐波源,宜采用,无源滤波器与有源滤波器混合装设的方式,,
3.4.11,谐波含量较高且容量较大的低压用电设备,宜采用,单独的配电回路供电,,
3.5.1,负荷计算,应包括,有功功率、无功功率、视在功率、无功补偿,,
3.5.1,负荷计算,应包括,一级、二级及三级负荷容量,,
3.5.1,负荷计算,应包括,季节性负荷容量,,
3.5.2,方案设计阶段可采用单位指标法；初步设计及施工图设计阶段,宜采用,需要系数法。,,
3.5.5,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.5.5,自备应急发电机的负荷计算,应满足下列要求,1当自备应急发电机仅为一级负荷中的特别重要负荷供电时,,
3.5.5,自备应急发电机的负荷计算,应满足下列要求,2当自备应急发电机为同时使用的消防负荷及火灾时,,
3.5.6,变电所设计和电气设备的安装,应采取,抗震措施,,
3.5.6,变电所设计和电气设备的安装,应,采取抗震措施,,
3.5.6,变电所设计和电气设备的安装,应采取,抗震措施,,
3.5.6,变电所设计和电气设备的安装,应采取,抗震措施,,
3.6.1,变电所设计和电气设备的安装,应采取,抗震措施,,
3.6.1,变电所设计和电气设备的安装,应符合,现行国家标准《电力设施抗震设计规范》GB50260的规定,,
3.6.1,变电所设计,应采取,抗震措施,,
3.6.1,变电所设计,应符合,国家标准《电力设施抗震设计规范》GB50260的规定,,
3.6.1,电气设备的安装,应采取,抗震措施,,
3.6.2,变电所,宜在各个变电所内的变压器低压侧设置,无功补偿,,
3.6.4,变电所计量点的功率因数,不宜低于,0.9,,
