4.3.6,变电所,应有,储油或挡油、排油等防火措施
4.3.6,单台变压器,油量为100kg及以上时,应有储油或挡油、排油等防火措施
4.3.7,变压器低压侧电压,为,0.4kV
4.3.7,单台变压器容量,不宜大于,2000kVA
4.4.1,变电所电压,采用,单母线或单母线分段接线形式
4.4.1,母线,适用于,35kV、20kV或10kV及0.4kV侧
4.4.1,单母线或单母线分段接线形式,是,宜采用的形式
4.4.2,35kV及出线回路较多的20kV或10kV变电所的电源进线开关,宜采用,断路器
4.4.2,35kV、20kV或10kV变电所的35kV侧及有继电保护和自动装置要求的20kV或10kV母线分段处,宜装设,断路器
4.4.2,20kV或10kV侧无继电保护和自动装置要求的母线分段处,可装设,负荷开关或负荷开关-熔断器组合电器
4.4.3,20kV或10kV变电所,可采用,负荷开关-熔断器组合电器
4.4.4,电压,35kV、20kV或10kV,固定式配电装置
4.4.4,装设,隔离开关,电源侧
4.4.4,装设,隔离开关,出线侧
4.4.5,配出回路开关,应装设,接地开关电器
4.4.5,配出回路开关,应装设,带电指示灯或电压监视器
4.4.6,电气联络线路,应装设,断路器
4.4.6,电气联络线路,两侧均,装设断路器
4.4.6,低压系统,采用固定式配电装置,应装设隔离开关
4.4.7,同一用电单位,由总变电所,以放射式向分变电所供电
4.4.7,分变电所的进线,可不设,开关
4.4.7,3分变电所变压器,容量大于或等于1250kVA时,高压侧进线开关宜采用断路器
4.4.7,同一用电单位,由总变电所,向分变电所供电
4.4.7,进线开关,可采用,负荷开关电器或负荷开关-熔断器组合电器
4.4.8,35kV、20kV或10kV并联电力电容器组,主开关,应选用适合操作的断路器
4.4.8,有自动投切功能,应采用,35kV、20kV或10kV高压真空接触器进行投切控制
4.4.9,35kV、20kV或10kV母线,上的,避雷器
4.4.9,35kV、20kV或10kV母线,上的,电压互感器
4.4.9,避雷器和电压互感器,可合用,一组隔离电器
4.4.10,35kV、20kV或10kV电源进线处,应装设或预留,专供计量用的电压、电流互感器
4.4.11,35kV、20kV或10kV的开关设备,选用,真空断路器
4.4.11,选用真空断路器时,应装设,过电压吸收装置
4.4.12,变压器低压侧电源开关,宜采用,断路器
4.4.12,低压母线分段开关,应采用,断路器
4.4.12,电压为0.4kV系统,开关设备,选择
4.4.12,低压母联断路器,自投时,应有一定的延时
4.4.12,低压母联断路器,不得自动合闸,当电源主断路器因手动、过载或短路故障分闸时
4.4.12,两个电源主断路器与母联断路器,只允许两个同时合闸,应有电气联锁
4.4.12,低压系统采用固定式配电装置时,断路器等开关设备的电源侧,应装设隔离开关
4.4.13,自备电源,接入,变电所配电系统
4.4.13,接入开关,应有,电气联锁
4.4.13,电气联锁,防止,并网运行
4.4.13,自备电源,接入,变电所相同电压等级的配电系统
4.4.13,自备电源接入变电所相同电压等级的配电系统,应避免,与供电电源网络的计量混淆
4.4.13,接线,应有,灵活性
4.4.13,接线,应满足,特殊情况下相对重要负荷的用电
4.4.13,电源接入开关,应满足,接地形式的切换要求
4.4.13,变电所变压器,中性点,接地形式
4.5.1,变电所的型式,应根据,建筑物(群)分布、周围环境条件和用电负荷的密度综合确定
4.5.1,室内变电所,应设,高层或大型公共建筑
4.5.1,户外预装式变电所,宜设,2小型分散的公共建筑群及住宅小区
4.5.1,户外预装式变电所,可设置,室内或外附式变电所
4.5.2,民用建筑内变电所,不应设置,裸露带电导体或装置
4.5.2,民用建筑内变电所,不应设置,带可燃性油的电气设备和变压器
4.5.2,135kV、20kV或10kV配电装置、低压配电装置和干式变压器,可设置,同一房间内
4.5.3,内设可燃性油浸变压器的室外独立变电所,应符合,现行国家标准《建筑设计防火规范》GB50016的要求
4.5.3,内设可燃性油浸变压器的室外独立变电所,应符合,变压器应分别设置在单独的房间内) 
4.5.3,内设可燃性油浸变压器的室外独立变电所,应符合,变电所宜为单层建筑，当为两层布置时，变压器应设置在底层
4.5.3,内设可燃性油浸变压器的室外独立变电所与其他建筑物之间的防火间距,应符合,现行国家标准《建筑设计防火规范》GB50016的要求
4.5.3,可燃性油浸电力电容器,应设置在,单独房间内
4.5.3,3变压器在正常运行时,应能,方便和安全地对油位、油温等进行观察，并易于抽取油样
4.5.3,室外独立变电所与其他建筑物之间的防火间距,应符合,现行国家标准《建筑设计防火规范》GB50016的要求
4.5.3,内设可燃性油浸变压器的室外独立变电所,与其他建筑物之间的防火间距,应符合现行国家标准《建筑设计防火规范》GB50016的要求
4.5.3,内设可燃性油浸变压器的室外独立变电所,应有,运输通道
4.5.3,6变压器室,应设置,储存变压器全部油量的事故储油设施
4.5.4,两个回路电源,宜分列设置,配电装置
4.5.4,母线分段处,应设置,防火隔板或有门洞的隔墙
4.5.5,1kV回路,不宜敷设,同一电缆沟内
4.5.5,难燃Bl级的电缆,宜采用,绝缘和护套均为难燃Bl级的电缆
4.5.5,难燃Bl级的电缆,分别设置,电缆沟的两侧支架上
4.5.6,配电装置,室内宜留有,适当数量的备用位置
4.5.6,0.4kV的配电装置,尚应留有,适当数量的备用回路
4.5.7,户外预装式变电站,宜采用,电缆
4.5.8,有人值班的变电所,应设,值班室
4.5.8,值班室,应能,直通或经过走道与配电装置室相通
4.5.8,值班室,应有,直接通向室外或通向疏散走道的门
4.5.9,变压器外廓,与后壁、侧壁净距,0.6
4.5.9,变压器外廓,与门净距,0.8
4.5.10,多台干式变压器,布置在,同一房间内
4.5.10,变压器侧面具有IP2X防护等级及以上的金属外壳,可贴邻布置,可贴邻布置
4.6.1,配电装置的布置和导体、电器的选择,应不危及,人身安全和周围设备安全
4.6.1,配电装置的布置和导体、电器的选择,应满足,在正常运行、检修、短路和过电压情况下的要求
4.6.1,配电装置的布置,应便于,设备的操作、搬运、检修和试验
4.6.1,配电装置的布置,应考虑,电缆或架空线进出线方便
4.6.1,配电装置的绝缘等级,应与,电网的标称电压相配合
4.6.2,开关柜布置方式,固定式,柜前操作通道
4.6.2,开关柜布置方式,双排面对面布置,双车长度+0.9
4.6.3,屋内配电装置,不宜小于,1.0m距离顶板
4.7.1,选择低压配电装置,应满足,标称电压、频率及所在回路的计算电流
4.7.1,选择低压配电装置,应满足,短路条件下的动、热稳定要求
4.7.1,保护电器,极限通断能力应大于,系统最大运行方式的短路电流
4.7.2,配电装置的布置,应确定,综合设备的操作、搬运、检修和试验要求等因素
4.7.3,排布置的配电柜,长度大于6m时,应设置两个出口
4.7.3,柜后面的通道,应设置,两个出口
4.7.3,两个出口之间的距离,大于15m时,应增加出口
4.7.4,建筑物墙面,遇有,柱类局部凸出
4.8.1,电力电容器装置设计,可适用于,电压为10kV及以下
4.8.1,电力电容器装置设计,可适用于,单组容量为1200kvar及以下并联补偿用
4.8.2,低压无功补偿并联电容器,应采用,干式电容器
4.8.3,并联电容器组,应装设,单独的控制和保护装置
4.8.3,并联电容器组,可与,单台用电设备共用控制和保护装置
4.8.4,低压成套电容器柜,可与,低压配电柜并列布置
4.8.4,低压成套电容器柜,单列布置时,柜前操作及维护通道不应小于1.5m
4.8.4,低压成套电容器柜,双列布置时,柜面之间距离不应小于2m
4.9.1,所用电源,引自,配电变压器低压侧两段母线
4.9.1,所用电源,可引自,较近的配电变压器
4.9.1,所用电源,宜设,所用变压器
4.9.1,变电所,宜设,两台所用变压器
4.9.1,所用变压器,安装在,高压开关柜内
4.9.1,所用变压器,容量为,30kVA～50kVA
4.9.1,所用变压器,提供,两回路所用电源
4.9.2,直流操作电源,宜采用,免维护阀控式密封铅酸蓄电池组
4.9.2,直流操作电源,可选用,壁挂式或落地式直流屏或安装于高压开关柜仪表室变电所用小型直流电源
4.9.2,直流操作电源,宜采用,110V
4.9.2,直流母线电压允许波动范围,应为,额定电压的85%～110%
4.10.1,可燃油油浸变压器室,耐火等级,不得低于二级
4.10.1,35kV、20kV或10kV的配电装置室,耐火等级,不得低于二级
4.10.1,电容器室,耐火等级,不得低于二级
4.10.2,非燃或难燃介质的配电变压器室,耐火等级不宜低于,二级
4.10.2,低压配电装置室,耐火等级不宜低于,二级
4.10.2,电容器室,耐火等级不宜低于,二级
4.10.3,民用建筑内的变电所,对外开的门,应为防火门
4.10.3,变电所对外开的门,应为,防火门
4.10.3,通向相邻房间或过道的门,应为,乙级防火门
4.10.3,通向相邻房间或过道的门,应为,甲级防火门
4.10.3,5变电所通向汽车库的门,应为,甲级防火门
4.10.3,变电所直接通向室外的门,应为,丙级防火门
4.10.4,通风窗,应采用,不燃材料制作
4.10.5,配电装置室及变压器室门,宽度宜按,最大不可拆卸部件宽度加0.3m
4.10.6,变电所,设置在,建筑物内
4.10.6,建筑物内的变电所,应向,结构专业提出荷载要求
4.10.6,建筑物内的变电所,应设有,运输通道
4.10.7,变电所内,应采取,屏蔽、降噪等措施) 
4.10.7,变电所,与上、下或贴邻的居住、教室、办公房间,仅有一层楼板或墙体相隔
4.10.8,配电室和电容器室,宜装设,自然采光窗
4.10.8,自然采光窗,不能开启,
4.10.8,窗台,不宜低于,1.8m
4.10.8,窗户,不宜开设,临街的一面
4.10.9,变压器室、配电装置室、电容器室的门,应向外开,并应装锁
4.10.9,相邻配电装置室之间,设有,防火隔墙
4.10.9,隔墙上的门,应为甲级防火门,并向低电压配电室开启
4.10.9,隔墙仅为管理需求设置时,隔墙上的门,应为双向开启的不燃材料制作的弹簧门
4.10.10,变压器室、配电装置室、电容器室,应设置,防止雨、雪和小动物进入屋内的设施
4.10.11,长度大于7m的配电装置室,应设,2个出口
4.10.11,长度大于7m的配电装置室,宜布置,在配电室的两端
4.10.11,长度大于60m的配电装置室,宜设,3个出口
4.10.11,相邻安全出口的门间距离,不应大于,40m
4.10.12,电缆沟、电缆夹层和电缆室,应采取,防水、排水措施
4.10.12,配变电所,进出地下层的电缆口,必须采取有效的防水措施
4.10.13,配电箱,不应采用,嵌入式安装在建筑物的外墙上
4.11.1,变压器室,宜采用,自然通风
4.11.1,变压器室,应设,机械送排风系统
4.11.1,夏季的排风温度,不宜高于,45℃
4.11.2,并联电容器室,应有,良好的自然通风
4.11.2,通风量,应根据,并联电容器温度类别按夏季排风温度不超过并联电容器所允许的最高环境空气温度计算
4.11.2,自然通风,不能满足,排热要求时
4.11.3,变压器室、并联电容器室,采用,机械通风
4.11.3,通风管道,应采用,不燃材料制作
4.11.3,通风管道,宜在进风口处加,空气过滤器
4.11.4,控制室,应供暖,18℃
4.11.4,配电室内温度,影响,电气设备元件和仪表正常运行
4.11.4,控制室和配电装置室内的供暖装置,应采取,防止渗漏措施
4.11.5,变电所,位于,炎热地区
4.11.5,屋面,应有,隔热措施
4.11.5,控制室或值班室,宜设置,通风或空调装置
4.11.6,变电所控制室,应保证,运行的卫生条件
4.11.6,变电所控制室,应装设,通风系统或空调装置
4.11.6,变电所控制室,应考虑设置,除湿装置
4.11.7,变压器室,不应有,与其无关的管道通过
4.11.7,并联电力电容器室,不应有,与其无关的管道通过
4.11.7,配电装置室,不应有,与其无关的管道通过
4.11.7,控制室(值班室),不应有,与其无关的管道通过
4.11.8,配电装置的房间,应配备,SF6泄漏报警仪
4.11.8,配电装置的房间,应配备,事故排风装置
4.11.8,装有六氟化硫设备,在配电装置的房间中,SF6泄漏报警仪和事故排风装置应该配备
4.11.9,变电所,宜设,卫生间及给水排水设施
5.1.1,35kV、20kV或10kV电力设备和线路,可适用于,本章
5.1.1,民用建筑中35kV、20kV或10kV电力设备和线路,可适用于,本章
5.1.1,35kV及以下电力设备和线路,可适用于,本章
5.1.1,本章,包括,继电保护及电气测量
5.1.2,继电保护装置,应满足,可靠性、选择性、灵敏性和速动性的要求
5.1.3,变电所,可采用,微机综合保护装置
5.1.3,变电所,可采用,变电所综合自动化系统
5.1.4,继电保护及电气测量的设计,应符合,本标准
5.2.1,电力设备和线路,应装设,短路故障和异常运行保护装置
5.2.1,电力设备和线路短路故障的保护,应有,主保护和后备保护
5.2.1,电力设备和线路短路故障的保护,可增设,辅助保护
5.2.2,继电保护装置,接线,应简单可靠
5.2.2,继电保护装置,应具有,必要的检测、闭锁等措施
5.2.2,保护装置,应便于,整定、调试和运行维护
5.2.3,继电保护装置,有保护性配合要求,相邻设备和线路
5.2.3,继电保护装置,有配合要求的元件,同一保护装置内
5.2.3,上下两级之间的灵敏性及动作时间,应相互配合,继电保护装置
5.2.3,保护装置,可使,无选择性动作
5.2.3,保护装置,应利用,自动重合闸或备用电源自动投入装置
5.2.3,自动重合闸或备用电源自动投入装置,可缩小,停电范围
5.2.4,保护装置,应具有,必要的灵敏性
5.2.4,表5.2.4,短路保护装置的最小灵敏系数,保护分类
5.2.5,主保护和后备保护,宜做到,回路彼此独立
5.2.6,直流操作继电保护,宜采用,变电所35kV、20kV或10kV断路器台数较多、负荷等级较高时
5.2.7,小型变电所,可采用,弹簧储能操动机构合闸、电流互感器二次侧去分流分闸的交流操作继电保护
5.2.8,小型变电所,可采用,在线式不间断电源装置(UPS)或小容量直流电源装置作为继电保护控制电源的继电保护接线方案
5.2.8,继电保护,可采用,分励脱扣器线圈跳闸的保护方式
5.3.1,变压器,应装设,保护装置
5.3.1,保护装置,包括,绕组及其引出线的相间短路
5.3.1,变压器,应装设,保护装置：2绕组的匝间短路
5.3.1,保护装置,引起,过电流
5.3.1,过电流,由,外部相间短路
5.3.1,保护装置,包括,低压侧中性点直接接地或经低电阻接地侧的单相接地短路
5.3.1,低压侧中性点直接接地或经低电阻接地侧的单相接地短路,是,保护装置之一
5.3.1,保护装置,包括,5过负荷
5.3.1,保护装置,包括,6油面降低
5.3.1,保护装置,包括,7变压器油温过高
5.3.1,保护装置,包括,绕组温度过高
5.3.1,保护装置,包括,油箱压力过高
5.3.1,保护装置,包括,产生瓦斯或冷却系统故障
5.3.2,变压器引出线及内部,应装设,相应的保护装置
5.3.2,过电流保护时限,应装设,电流速断保护
5.3.2,电流速断保护,应瞬时动作于,断开变压器的各侧断路器
5.3.3,变压器,宜采用,纵联差动保护
5.3.3,电流速断保护灵敏度,不符合要求时,宜采用纵联差动保护
5.3.3,纵联差动保护,应具有,电流回路断线的判别功能
5.3.3,纵联差动保护,应能选择,报警或允许差动保护动作跳闸
5.3.3,单台容量,为,2MVA及以上的变压器
5.3.3,3差动保护范围,应包括,变压器套管及其引出线
5.3.4,变压器过电流,可采用,过电流保护作为后备保护
5.3.4,变压器高压侧过电流保护,应配合,低压侧主断路器短延时保护
5.3.5,变压器低压侧中性点,经低电阻接地时,应配置三相式过电流保护
5.3.5,变压器低压侧,应装设,零序过电流保护
