,flag,node
115,5.2.14,"TT系统中，配电线路内由同一间接接触防护电器保护的外露可导电部分，应用保护导体连接至共用或各自的接地极上。当有多级保护时,各级应有各自的或共同的接地极。当TT系统配电线路内由同一保护电器保护的几个外露导电部分之间相距较远时，每个外露导电部分的保护导体可连接至各自的接地极上。当有多级保护时，如果被保护的各级外露导电部分在一个建筑物内，则应釆用共同的接地极；如果被保护的各级外露导电部分在不同的建筑物内，或在屋外相距较远的地方，则各级应釆用各自的接地极。"
116,5.2.15,"TT系统配电线路间接接触防护电器的动作特性，应符合下式的要求：RaLW50V	()式中：Ra——外露可导电部分的接地电阻和保护导体电阻之和(Q)。.）来验算保护的有效性。从式（）可知，保护动作的条件是当外露导体对地电压达到或超过50V时保护电器应动作，这时的故障电流应大于保护电器的动作电流，即：KaIX50V	（3）在切断接地故障前，TT系统外露导电部分呈现的电压往往超过50V,因此仍需按规定时间切断故障。当采用反时限特性过电流保护电器时，应在不超过5s的时间内切断故障，但对于手握式和移动式设备应按接触电压来确定切断故障回路的时间，这实际上是难以做到的。所以TT系统通常釆用剩余电流动作保护。）的要求时，要釆取局部等电位联结或辅助等电位联结的措施，将接触电压降至50V以下。（W）IT系统"
117,5.2.16,TT系统中，间接接触防护的保护电器切断故障回路的动作电流：当釆用熔断器时，应为保证熔断器在5s内切断故障回路的电流；当采用断路器时，应为保证断路器瞬时切断故障回路的电流；当釆用剩余电流保护器时，应为额定剩余动作电流。TT系统的故障回路阻抗包括变压器相线和接地故障点阻抗以及外露导电体接地电阻和变压器中性点接地电阻。故障回路阻抗大，故障电流小，且按照IEC技术文件的解释，其故障阻抗包括难以估计的接触电阻。因此，TT系统的故障回路阻抗和故障电流是难以估算的，它不能用TN系统的本规范式（
118,5.2.17,TT系统中，配电线路间接接触防护电器的动作特性不符合本规范第5.2.15条的规定时，应按本规范第5.2.5条的规定做局部等电位联结或辅助等电位联结。配电线路间接接触防护的保护电器的动作特性不符合本规范式（
119,5.2.18,TT系统中，配电线路的间接接触防护的保护电器应采用剩余电流动作保护电器或过电流保护电器。(IV)IT系统
120,5.2.19,"在IT系统的配电线路中，当发生第一次接地故障时，应发出报警信号，且故障电流应符合下式的要求：RaId<50V	()式中：L——相导体和外露可导电部分间第一次接地故障的故障电流(A),此值应计及泄漏电流和电气装置全部接地阻抗值的影响。IT系统有两种型式，即电源中性点对地绝缘或者串经接地阻抗接地。正常工作的IT系统如一相发生接地故障（被称.88.作第一次接地故障），中性点对地绝缘的IT系统的故障电流决定于另外两个非故障接地相的对地电容值；中1生点经接地阻抗接地的IT系统的故障电流则受接地阻抗的限制；因此IT系统的接地故障电流很小，可以继续供电。正因为如此，对供电可靠性要求很高的场合，配电系统往往釆取IT系统。IT系统的第一次接地故障电流值需加以限制，以保证接地故障电压不超过50V,这时不需切断故障回路，只作用于信号报警。这样既不会发生电击事故，又可保证供电的连续性。运行人员接到报警信号后应及时排除第一次接地故障。否则，当另一相再发生接地故障时（被称作异相接地故障或第二次接地故障）将发展成相间短路，导致供电中断。为了使IT系统第一次接地故障时装置的接触电压小于等于50V,应减少配电系统的对地电容，例如限制装置线路的总长度。2.22IT系统不宜配出中性导体，是因为中性导体无法进行绝缘监测，当其发生接地故障时，IT系统其实已经成为TN或者TT系统。这时如果出现接地故障，保护电器就会按照TN或者TT系统的要求切断故障回路，使得供电中断。IT系统则失去了供电可靠性高的优势。6配电线路的保护6.1一般规定短路保护和过负荷保护是预防电气火灾的重要措施之一，配电线路装设短路保护和过负荷保护的目的就是避免线路因过电流导致绝缘受损，进而引发火灾及其他灾害。一般来说，短路保护作用于切断电源，过负荷保护作用于切断电源或发岀报警信号。随着低压电器的快速发展，上下级保护电器之间的选择、配合特性不断改善。对于过负荷保护，上下级保护电器动作特性之间的选择性比较容易实现，例如，装在上级的保护电器釆用具有定时限动作特性或反时限动作特性的保护电器。对于熔断器而言，上下级的熔体额定电流比只要满足1.6：1即可保证选择性；上下级断路器通过其保护特性曲线的配合或者短延时调节也不难做到这一点。但对于短路保护，要做到选择性配合还有一定难度，需综合考虑脱扣器电流动作的整定值、延时、区域选择性联锁、能量选择等多种技术手段。根据目前低压电器的技术发展情况，完全实现保护的选择性还是有一定难度的，从经济、技术两方面考虑，对于非重要负荷还是允许采用部分选择性或无选择性切断。供给用电设备的末端线路，除符合本章要求外，尚有用电设备的特殊保护要求，所以还要符合现行国家标准《通用用电设备配电设计规范》GB50055的规定。但用电设备本身的过电流保护不属于本规范规定的范围。当电气装置中存在大量谐波电流时，会引起相导体及中性导体的过负荷，而中性导体的过负荷是最常见的。在三相四线冋路中，有时当相导体载流量在正常值范围以内时，中性导体已经严重过载。所以应根据配电系统中谐波的情况采取中性导体的保护措施。如果没有谐波，即使中性导体截面积小于相导体截面积，但正常工作时通过中性导体的最大电流明显小于其载流量，这时不必检测中性导体过电流。如果有谐波，但中性导体截面积大于等于相导体截面积，并且能够保证中性导体通过的最大电流小于等于其载流量，这时不必检测中性导体过电流。如果谐波含量很高，即使中性导体截面积大于等于相导体截面积,也难以保证中性导体不出现过电流，这时应根据中性导体载流量检测过电流。当检测到过电流时，只要动作于切断相导体即可，中性导体不必切断。6.2短路保护按照现行国家标准《低压开关设备和控制设备第2部分;断路器》GB14048.2的规定，断路器的制造误差为土20%,再加上计算误差、电网电压偏差等因素，故规定被保护线路末端的短路电流不应小于低压断路器瞬时或短延时过电流脱扣器整定电流的1.3倍。导体载流量减小的原因包括截面积、材料、敷设方式发生变化等。.2.8本条第2款、第3款的规定是考虑了并联导线中任一导线在线路中间发生短路时，故障电流从其余并联导线的两端流至故障点的情况。6.3过负荷保护电气线路短时间的过负荷（如电动机启动）是难免的，它并不对线路造成损害。长时间即使不大的过负荷也将对线路的绝缘、接头、端子造成损害。绝缘因长期超过允许温升将因老化加速.91.缩短线路使用寿命。严重的过负荷（例如过负荷100%）将使绝缘在短时间内软化变形、介质损耗增大、耐压水平降低，最后导致短路，引发火灾和其他灾害。被保护线路导体的绝缘热承受能力一般呈反时限特性,与之相适应，过负荷保护电器的时间-电流特性也宜为反时限特性，以实现热效应的配合。关于过负荷保护的两个条件及其关系可以用图7说明：图7过电荷保护电器的动力特性关系图"
121,5.2.20,IT系统应设置绝缘监测器。当发生第一次接地故障或绝缘电阻低于规定的整定值时，应由绝缘监测器发出音响和灯光信号，且灯光信号应持续到故障消除。?24?
122,5.2.21,IT系统的外露可导电部分可采用共同的接地极接地，亦可个别或成组地釆用单独的接地极接地，并应符合下列规定：1当外露可导电部分为共同接地，发生第二次接地故障时，故障回路的切断应符否本规范规定的TN系统自动切断电源的要求；2当外露可导电部分单独或成组地接地，发生第二次接地故障时，故障回路的切断应符合本规范规定的TT系统自动切断电源的要求。
123,5.2.22,IT系统不宜配出中性导体。
124,5.2.23,在IT系统的配电线路中，当发生第二次接地故障时，故障回路的最长切断时间不应大于表5.2.23的规定。表5.2.23IT系统第二次故障时最长切断时间相对地标称电压/相间标称电压（V）切断时间（s）没有中性导体配出有中性导体配出220/3800.40.8380/6600.20.4580/10000.10.2
125,5.2.24,"IT系统的配电线路符合本规范第5.2.21条第1款规定时，应由过电流保护电器或剩余电流保护器切断故障回路，并应符合下列规定：1当IT系统不配出中性导体时，保护电器动作特性应符合下式的要求：Zeyuo	（-1）2当IT系统配出中性导体时，保护电器动作特性应符合下式的要求：ZdLV号U。	（-2）式中：乙——包括相导体和保护导体的故障回路的阻抗（Q）;?25?Zd——包括相导体、中性导体和保护导体的故障回路的阻抗(Q);L——保证保护电鶉在表5.2.23规定的时间或其他回路允许的5s内切断故障回路的电流(A)。5.3SELV系统和PELV系统及FELV系统(I)SELV系统和PELV系统"
126,5.3.1,直接接触防护的措施和间接接触防护的措施，除本规范第5.1节和第5.2节规定的防护措施外，亦可釆用SELV系统和PELV系统作为防护措施。SELV系统和PELV系统的标称电压不应超过交流方均根值50V。当系统由自耦变压器、分压器或半导体器件等设备从高于50V电压系统供电时，应对输入回路釆取保护措施。特殊装置或场所的电压限值，应符合现行国家标准《建筑物电气装置》GB16895系列标准中的有关标准的规定。SELV系统和PELV系统的电源，应符合下列要求之一：1由符合现行国家标准《隔离变压器和安全隔离变压器技术要求》GB13028的安全隔离变压器供电；2具备与本条第1款规定的安全隔离变压器有同等安全程度的电源；3电化学电源或与高于交流方均根值50V电压的回路无关的其他电源；4符合相应标准，而且即使内部发生故障也保证能使出线端子的电压不超过交流方均根值50V的电子器件构成的电源。当发生直接接触和间接接触时，电子器件能保证出线端子的电压立即降低到等于小于交流方均根值50V时，出线端子的电压可高于交流方均根值50V的电压。
127,5.3.4,SELV系统和PELV系统的安全隔离变压器或电动发电机等移动式安全电源，应达到H类设备或与H类设备等效绝缘的?26?防护要求。
128,5.3.5,"SELV系统和PELV系统回路的带电部分相互之间及与其他回路之间，应进行电气分隔，且不应低于安全隔离变压器的输入和输出回路之间的隔离要求。3.6每个SELV系统和PELV系统的回路导体，应与其他回路导体分开布置。当不能分开布置时，应釆取下列措施之一：1SELV系统和PELV系统的回路导体应做基本绝缘，并应将其封闭在非金属护套内；2不同电压的回路导体，应用接地的金属屏蔽或接地的金属护套隔开；3不同电压的回路可包含在一个多芯电缆或导体组内，但SELV系统和PELV系统的回路导体应单独或集中地按其中最高电压绝缘。SELV系统的回路带电部分严禁与地、其他回路的带电部分或保护导体相连接,并应符合下列要求：1设备的外露可导电部分不应与下列部分连接：1）	地；2）	其他回路的保护导体或外露可导电部分；3）	装置外可导电部分。2电气设备因功能的要求与装置外可导电部分连接时，应采取能保证这种连接的电压不会高于交流方均根值50V的措施。3SELV系统回路的外露可导电部分有可能接触其他回路的外露可导电部分时，其电击防护除依靠SELV系统保护外，尚应依靠可能被接触的其他回路的外露可导电部分所釆取的保护措施。SELV系统，当标称电压超过交流方均根值25V时，直接接触防护应采取下列措施之一：1设置防护等级不低于现行国家标准《外壳防护等级（IP代码）》GB4208规定的IPXXB级或IP2X级的遮栏或外护物；?27?2采用能承受交流方均根值500V、时间为Imin的电压耐受试验的绝缘。"
129,5.3.9,当SELV系统的标称电压不超过交流方均根值25V时，除国家现行有关标准另有规定外，可不设直接接触防护。
130,5.3.10,PELV系统的直接接触防护，应釆用本规范第5.3.8条规定的措施。当建筑物内外已设置总等电位联结，PELV系统的接地配置和外露可导电部分已用保护导体连接到总接地端子上，且符合下列条件时，可不釆取直接接触防护措施：1设备在干燥场所使用、预计人体不会大面积触及带电部分并且标称电压不超过交流方均根值25V；2在其他情况下，标称电压不超过交流方均根值6V。
131,5.3.11,SELV系统的插头和插座，应符合下列规定：1插头应不能插入其他电压系统的插座；2其他电压系统的插头应不能插入插座；3插座应无保护导体的插孔。
132,5.3.12,PELV系统的插头和插座，应符合本规范第5.3.11条的第1款和第2款的要求。(U)FELV系统
133,5.3.13,当不必要采用SELV系统或PELV系统保护或因功能上的原因使用了标称电压小于等于交流方均根值50V的电压，但本规范第5.3.1条?第5.3.12条的规定不能完全满足其要求时，可采用FELV系统。
134,5.3.14,FELV系统的直接接触防护，应采取下列措施之一：1应装设符合本规范第5.1节(H)要求的遮栏或外护物；2应釆用与一次回路所要求的最低试验电压相当的绝缘。
135,5.3.15,当属于FELV系统的一部分的设备的绝缘不能耐受一次回路所要求的试验电压时，设备可接近的非导电部分的绝缘应加强，且应使其能耐受交流方均根值为1500V、时间为Imin的试验电压。?28?
136,5.3.16,FELV系统的间接接触防护，应釆取下列措施之一：1当一次回路釆用自动切断电源的防护措施时，应将FELV系统中的设备外露可导电部分与一次回路的保护导体连接，此时不排除FELV系统中的带电导体与该一次回路保护导体的连接；2当一次回路采用电气分隔防护时，应将FELV系统中的设备外露可导电部分与一次回路的不接地等电位联结导体连接。
137,5.3.17,FELV系统的插头和插座，应符合本规范第5.3.11条第1款、第2款的规定。6配电线路的保护6.1—般规定
138,6.1.1,配电线路应装设短路保护和过负荷保护。61.2配电线路装设的上下级保护电器，其动作特性应具有选择性，且各级之间应能协调配合。非重要负荷的保护电器，可釆用部分选择性或无选择性切断。
139,6.1.3,"用电设备末端配电线路的保护，除应符合本规范的规定外,尚应符合现行国家标准《通用用电设备配电设计规范》GB50055的有关规定。"
140,6.1.4,除当回路相导体的保护装置能保护中性导体的短路，而且正常工作时通过中性导体的最大电流小于其载流量外，尚应采取当中性导体出现过电流时能自动切断相导体的措施。6.2短路保护
141,6.2.1,配电线路的短路保护电器，应在短路电流对导体和连接处产生的热作用和机械作用造成危害之前切断电源。2.2短路保护电器，应能分断其安装处的预期短路电流。预期短路电流，应通过计算或测量确定。当短路保护电器的分断能力小于其安装处预期短路电流时，在该段线路的上一级应装设具有所需分断能力的短路保护电器；其上下两级的短路保护电器的动作特性应配合，使该段线路及其短路保护电器能承受通过的短路能量。
142,6.2.3,绝缘导体的热稳定，应按其截面积校验，且应符合下列规定：1当短路持续时间小于等于5s时，绝缘导体的截面积应符.30.合本规范公式（
143,6.2.4,当短路保护电器为断路器时，被保护线路末端的短路电流不应小于断路器瞬时或短延时过电流脱扣器整定电流的1-3倍。
144,6.2.5,短路保护电器应装设在回路首端和回路导体载流量减小的地方。当不能设置在回路导体载流量减小的地方时，应采用下列措施：1短路保护电器至回路导体载流量减小处的这一段线路长度，不应超过3m；2应釆取将该段线路的短路危险减至最小的措施；3该段线路不应靠近可燃物。
145,6.2.6,导体载流量减小处回路的短路保护，当离短路点最近的绝缘导体的热稳定和上一级短路保护电器符合本规范第6.2.3条、第6.2.4条的规定时，该段回路可不装设短路保护电器，但应敷设在不燃或难燃材料的管、槽内。
146,6.2.7,下列连接线或回路，当在布线时釆取了防止机械损伤等保护措施，且布线不靠近可燃物时，可不装设短路保护电器：1发电机、变压器、整流器、蓄电池与配电控制屏之间的连接线；2断电比短路导致的线路烧毁更危险的旋转电机励磁回路、起重电磁铁的供电回路、电流互感器的二次回路等；3测量回路。
147,6.2.8,"并联导体组成的回路，任一导体在最不利的位置处发生短路故障时，短路保护电器应能立即可靠切断该段故障线路，其短路保护电器的装设，应符合下列规定：1当符合下列条件时,可釆用一个短路保护电器：1）	布线时所有并联导体釆用了防止机械损伤等保护措施；2）	导体不靠近可燃物。2两根导体并联的线路，当不能满足本条第1款条件时，在每根并联导体的供电端应装设短路保护电器。3超过两根导体的并联线路，当不能满足本条第1款条件时，在每根并联导体的供电端和负荷端均应装设短路保护电器。6.3过负荷保护"
148,6.3.1,配电线路的过负荷保护?，应在过负荷电流引起的导体温升对导体的绝缘、接头、端子或导体周围的物质造成损害之前切断电源。
149,6.3.2,过负荷保护电器宜采用反时限特性的保护电器，其分断能力可低于保护电器安装处的短路电流值，但应能承受通过的短路能量。
150,6.3.3,"过负荷保护电器的动作特性，应符合下列公式的要求：IbWLVIz	（-1）LWL45/z	（-2）式中：九一一回路计算电流（A）；—熔断器熔体额定电流或断路器额定电流或整定电流（A）；Iz-——导体允许持续载流量（A）；12-保证保护电器可靠动作的电流（A）。当保护电器为断路器时，L为约定时间内的约定动作电流；当为熔断器时，L为约定时间内的约定熔断电流。"
151,6.3.4,"过负荷保护电器，应装设在回路首端或导体载流量减小处。当过负荷保护电器与回路导体载流量减小处之间的这一段线路没有引出分支线路或插座回路，且符合下列条件之一时，过负荷保护电器可在该段回路任意处装设：1过负荷保护电器与回路导体载流量减小处的距离不超过3m,该段线路釆取了防止机械损伤等保护措施，且不靠近可燃物；?32?2该段线路的短路保护符合本规范第6.2节的规定。本条第1款规定是为了操作与维护方便，例如一段安装在高处的水平母干线变截面后经插接开关箱引至配电箱，插接开关箱可以安装在便于操作的高度，但距离母干线截面减小处的距离不能大于3m。本条第2款系指不论负荷多大，由于受电源本身阻抗限制不可能使线路过负荷。线路短时间的过负荷并不立即引起灾害，在某些情况下可让导体超过允许温度运行，即使牺牲一些使用寿命也应保证对重要负荷的不间断供电，例如消防水泵、旋转电机的励磁回路、起重电磁铁的供电回路、电流互感器的二次回路等，这时保护可作用于信号。"
152,6.3.5,除火灾危险、爆炸危险场所及其他有规定的特殊装置和场所外，符合下列条件之一的配电线路，可不装设过负荷保护电器：1回路中载流量减小的导体，当其过负荷时，上一级过负荷保护电器能有效保护该段导体；2不可能过负荷的线路，且该段线路的短路保护符合本规范第6.2节的规定，并没有分支线路或出线插座；3用于通信、控制、信号及类似装置的线路；4即使过负荷也不会发生危险的直埋电缆或架空线路。
153,6.3.6,过负荷断电将引起严重后果的线路，其过负荷保护不应切断线路，可作用于信号。
154,6.3.7,"多根并联导体组成的回路采用一个过负荷保护电器时，其线路的允许持续载流量，可按每根并联导体的允许持续载流量之和计,且应符合下列规定：1导体的型号、截面、长度和敷设方式均相同；2线路全长内无分支线路引出；^3线路的布置使各并联导体的负载电流基本相等。6.4配电线路电气火灾防护如果满足条文的规定即可认为并联导线中的电流分配是相等的，这样对于并联导线的过负荷保护的要求则简单明了。6.4配电线路电气火灾防护4.1接地电弧引起的火灾属于电气火灾中短路性火灾的一种，其发生几率很高，是导致电气火灾的最大隐患。为了减少其发生，应釆取措施及时发现接地故障。电弧性对地短路起火难以用一般的过电流防护电器防护，但是剩余电流监测器对此类故障具有足够的灵敏度，且价格便宜，安装方便，可及时对接地故障做出反应，作用于切断电源或发出报警信号。建筑物内配电线路的绝缘情况应受到全面监视，不能出现监测盲区。一般来说，可在建筑物电源总进线配电箱处设置剩余电流监测器，该监测器可以安装在总进线回路上，也可以安装在各馈出回路上，这样可以对建筑物实施全面的防护。在设计、安装正确、产品符合电磁兼容要求的情况下，建筑物内任何一点出现接地故障剩余电流监测器都应能够做出反应。如果在总进线配电箱处安装了剩余电流监测器，之后的各级配电箱可以不再安装剩余电流监测器。如果正常情况下泄漏电流较大，剩余电流监测器安装在总配电柜进线或出线回路上时，动作电流值难以整定，可将总进线配电柜处的剩余电流监测器的动作电流整定值适当放大，也可在下级配电箱的进线或出线回路中安装剩余电流监测器。4.3在国际电工委员会第64技术委员会(IECTC64)最近的技术文件中规定300mA以上的电弧能量才能引起火灾，故规定在火灾危险场所内，剩余电流监测器的动作电流不宜大于300mA。一般场所不受此值限制，可根据实际情况调整动作电流值。7配电线路的敷设7.1一般规定电缆敷设的防火封堵是防止电气火灾的重要措施，因此作此规定。7.2绝缘导线布线(ID)金属导管和金属槽盒布线"
155,6.4.1,当建筑物配电系统符合下列情况时，宜设置剩余电流监测或保护电器，其应动作于信号或切断电源：1配电线路绝缘损坏时，可能出现接地故障；2接地故障产生的接地电弧，可能引起火灾危险。
156,6.4.2,剩余电流监测或保护电器的安装位置，应能使其全面监视有起火危险的配电线路的绝缘情况。
157,6.4.3,为减少接地故障引起的电气火灾危险而装设的剩余电流监测或保护电器，其动作电流不应大于300mA；当动作于切断电源时，应断开回路的所有带电导体。7配电线路的敷设7.1一般规定
158,7.1.1,配电线路的敷设，应符合下列条件：1与场所环境的特征相适应；2与建筑物和构筑物的特征相适应；3能承受短路可能出现的机电应力；4能承受安装期间或运行中布线可能遭受的其他应力和导线的自重。
159,7.1.2,配电线路的敷设环境，应符合下列规定：1应避免由外部热源产生的热效应带来的损害；2应防止在使用过程中因水的侵入或因进入固体物带来的损害；3应防止外部的机械性损害；4在有大量灰尘的场所，应避免由于灰尘聚集在布线上对散热带来的影响；5应避免由于强烈日光辐射带来的损害；6应避免腐蚀或污染物存在的场所对布线系统带来的损害；7应避免有植物和（或）霉菌衍生存在的场所对布线系统带来的损害；8应避免有动物的情况对布线系统带来的损害。
160,7.1.3,除下列回路的线路可穿在同一根导管内外，其他回路的线路不应穿于同一根导管内。1同一设备或同一流水作业线设备的电力回路和无防干扰要求的控制回路；.34?2穿在同一管内绝缘导线总数不超过8根，且为同一照明灯具的几个回路或同类照明的几个回路。
161,7.1.4,在同一个槽盒里有几个回路时，其所有的绝缘导线应釆用与最高标称电压回路绝缘相同的绝缘。
162,7.1.5,"电缆敷设的防火封堵，应符合下列规定：1布线系统通过地板、墙壁、屋顶、天花板、隔墙等建筑构件时,其孔隙应按等同建筑构件耐火等级的规定封堵；2电缆敷设釆用的导管和槽盒材料，应符合现行国家标准《电气安装用电缆槽管系统第1部分：通用要求》GB/T19215.1、《电气安装用电缆槽管系统第2部分：特殊要求第1节：用于安装在墙上或天花板上的电缆槽管系统》GB/T19215.2和《电气安装用导管系统第1部分：通用要求》GB/T20041.1规定的耐燃试验要求，当导管和槽盒内部截面积等于大于710mm2时，应从内部封堵；3电缆防火封堵的材料，应按耐火等级要求，釆用防火胶泥、耐火隔板、填料阻火包或防火帽；4电缆防火封堵的结构，应满足按等效工程条件下标准试验的耐火极限。7.2绝缘导线布线(I)直敷布线"
163,7.2.1,正常环境的屋内场所除建筑物顶棚及地沟内外，可釆用直敷布线，并应符合下列规定：1直敷布线应釆用护套绝缘导线，其截面积不宜大于6mm2；2护套绝缘导线至地面的最小距离应符合表7.2.1的规定；3当导线垂直敷设时，距地面低于1.8m段的导线，应用导管保护；表1.2.1护套绝缘导线至地面的最小距离（m）布线方式最小距离水平敷设屋内2.5屋外2.7垂直敷设屋内1.8屋外.2.74导线与接地导体及不发热的管道紧贴交叉时，应用绝缘管保护；敷设在易受机械损伤的场所应用钢管保护；5不应将导线直接埋入墙壁、顶棚的抹灰层内。（U）瓷夹、塑料线夹、鼓形绝缘子、针式绝缘子布线
164,7.2.2,正常环境的屋内场所和挑檐下的屋外场所，可釆用瓷夹或塑料线夹布线。
165,7.2.3,釆用瓷夹、塑料线夹、鼓形绝缘子和针式绝缘子在屋内、屋外布线时，其导线至地面的距离，应符合本规范表7.2.1的规定。
166,7.2.4,"釆用鼓形绝缘子和针式绝缘子在屋内、屋外布线时，其导线最小间距，应符合表7.2.4的规定。表7.2.4屋内、屋外布线的导线最小间距支持点间距（m）导线最小间距（mm）屋内布线屋外布线<1.550100>1.5,且M375100>3,且V6100150〉6,且150200"
167,7.2.5,"导线明敷在屋内高温辐射或对导线有腐蚀的场所时，导线之间及导线至建筑物表面的最小净距应符合表7.2.5的规定。.36.表7.2.5导线之间及导线至建筑物表面的最小净距固定点间距（m）最小净距（mm）<1.575■>1.5,且W3100>3,且容150>6200"
168,7.2.6,屋外布线的导线至建筑物的最小间距，应符合表7.2.6的规定。表7.2.6导线至建筑物的最小间距（mm）布线方式最小间距水平敷设时的垂直间距在阳台、平台上和跨越建筑物顶2500在窗户上200在窗户下800垂直敷设时至阳台、窗户的水平间距600导线至墙壁和构架的间距（挑檐下除外）35（DI）金属导管和金属槽盒布线
169,7.2.7,对金属导管、金属槽盒有严重腐蚀的场所，不宜采用金属导管、金属槽盒布线。.
170,7.2.8,在建筑物闷顶内有可燃物时，应釆用金属导管、金属槽盒布线。这两条是对原规范第5.2.7条的修改条文。仅将“金属管”改为“金属导管”；“金属线槽”改为“金属槽盒”；“在建筑物的顶棚内”改为“在建筑物闷顶内有可燃物时”。10本条是对原规范第5.2.8条的修改条文。将“电线管”改为“金属导管”，并作了相应规定。2.11本条是对原规范第5.2.9条的修改条文，仅将“电线管”改为“金属导管”。
171,7.2.9,同一回路的所有相线和中性线，应敷设在同一金属槽盒内或穿于同一根金属导管内。
172,7.2.10,暗敷于干燥场所的金属导管布线，金属导管的管壁厚度不应小于1.5mm；明敷于潮湿场所或直接埋于素土内的金属导管布线，金属导管应符合现行国家标准《电气安装用导管系统第1部分:通用要求》GB/T20041.1或《低压流体输送用焊接钢管》GB/T3091的有关规定；当金属导管有机械外压力时，金属导管应符合现行国家标准《电气安装用导管系统第1部分：通用要求》GB/T20041.1中耐压分类为中型、重型及超重型的金属导管的规定。
173,7.2.11,"金属导管和金属槽盒敷设时，应符合下列规定：1与热水管、蒸汽管同侧敷设时，应敷设在热水管、蒸汽管下方。当有困难时，亦可敷设在热水管、蒸汽管上方，其净距应符合下列要求：1）	敷设在热水管下方时，不宜小于0.2m；在上方时，不宜小于0.3m；2）	敷设在蒸汽管下方时，不宜小于0.5m；在上方时，不宜小于1.0m；3）	对有保温措施的热水管、蒸汽管，其净距不宜小于0.2m02当不能符合本条第1款要求时，应采取隔热措施。3与其他管道的平行净距不应小于。.Im。4当与水管同侧敷设时，宜将金属导管与金属槽盒敷设在水管的上方。5管线互相交叉时的净距，不宜小于其平行的净距。"
174,7.2.12,暗敷于地下的金属导管不应穿过设备基础；金属导管及金属槽盒在穿过建筑物伸缩缝、沉降缝时，应釆取防止伸缩或沉降的补偿措施。本条是为了防止金属导管和金属槽盒损坏而规定的。2.13金属导管是不适合在屋外直接埋地敷设的，但是对于短距离非重要用电负荷的线路可以适当放宽限制。
175,7.2.13,"采用金属导管布线，除非重要负荷、线路长度小于15m、金属导管的壁厚大于等于2mm,并釆取了可靠的防水、防腐蚀措施后，可在屋外直接埋地敷设外，不宜在屋外直接埋地敷设。"
176,7.2.14,同一路径无防干扰要求的线路，可敷设于同一金属导管或金属槽盒内。金属导管或金属槽盒内导线的总截面积不宜超过其截面积的40%，且金属槽盒内载流导线不宜超过30根。本条是对原规范第5.2.13条的修改条文。新增了导线在金属槽盒内的布线要求。(VI)塑料导管和塑料槽盒布线
177,7.2.15,控制、信号等非电力回路导线敷设于同一金属导管或金属槽盒内时，导线的总截面积不宜超过其截面的50%。
178,7.2.16,除专用接线盒内外，导线在金属槽盒内不应有接头。有.38.专用接线盒的金属槽盒宜布置在易于检查的场所。导线和分支接头的总截面积不应超过该点槽盒内截面积的75%。
179,7.2.17,金属槽盒垂直或倾斜敷设时，应采取防止导线在线槽内移动的措施。
180,7.2.18,金属槽盒敷设的吊架或支架，宜在下列部位设置：1直线段宜为2m?3m或槽盒接头处；2槽盒首端、终端及进出接线盒0.5m处；3槽盒转角处。
181,7.2.19,金属槽盒的连接处，不得设在穿楼板或墙壁等孔处。
182,7.2.20,由金属槽盒引出的线路，可采用金属导管、塑料导管、可弯曲金属导管、金属软导管或电缆等布线方式。导线在引岀部分应有防止损伤的措施。(N)可弯曲金属导管布线
183,7.2.21,敷设在正常环境屋内场所的建筑物顶棚内或暗敷于墙体、混凝土地面、楼板垫层或现浇钢筋混凝土楼板内时，可采用基本型可弯曲金属导管布线。明敷于潮湿场所或直埋地下素土内时，应釆用防水型可弯曲金属导管。
184,7.2.22,可弯曲金属导管布线，管内导线的总截面积不宜超过管内截面积的40%。
185,7.2.23,可弯曲金属导管布线，其与热水管、蒸汽管或其他管路同侧敷设时，应符合本规范第7.2.11条的规定。
186,7.2.24,暗敷于现浇钢筋混凝土楼板内的可弯曲金属导管，其表面混凝土覆盖层不应小于15mm。
187,7.2.25,在可弯曲金属导管有可能受重物压力或明显机械冲击处，应采取保护措施。
188,7.2.26,可弯曲金属导管布线，导管的金属外壳等非带电金属部分应可靠接地，且不应利用导管金属外壳作接地线。
189,7.2.27,暗敷于地下的可弯曲金属导管的管路不应穿过设备基础。地面内暗装金属槽盒布线
190,7.2.28,正常环境下大空间且隔断变化多、用电设备移动性大或敷有多功能线路的屋内场所，宜采用地面内暗装金属槽盒布线，且应暗敷于现浇混凝土地面、楼板或楼板垫层内。
191,7.2.29,采用地面内暗装金属槽盒布线时，应将同一回路的所有导线敷设在同一槽盒内。
192,7.2.30,釆用地面内暗装金属槽盒布线时，应将电力线路、非电力线路分槽或增加隔板敷设，两种线路交叉处应设置有屏蔽分线板的分线盒。
193,7.2.31,由配电箱、电话分线箱及接线端子箱等设备引至地面内暗装金属槽盒的线路，宜釆用金属管布线方式引入分线盒，或以终端连接器直接引入槽盒。
194,7.2.32,地面内暗装金属槽盒出线口和分线盒不应突出地面.且应做好防水密封处理。塑料导管和塑料槽盒布线
195,7.2.33,"有酸碱腐蚀介质的场所宜釆用塑料导管和塑料槽盒布线，但在高温和易受机械损伤的场所不宜釆用明敷。本条是对原规范第5.2.10条的修改条文。新增高温场所不宜采用明敷的规定。7.3钢索布线1,"
